Name,City,Latitude,Longitude,Address,Rating,SchoolType
Herk Bouris Elementary,Menifee,33.666702,-117.234543,92532,6,public
Leroy Greene Academy,Sacramento,38.610779,-121.527367,95833,6,charter
Newhall Elementary School,Valencia,34.381763,-118.532051,91321,6,public
Old Orchard Elementary School,Valencia,34.381332,-118.54776,91355,6,public
"Humphreys College Academy Of Business, Law And Education",Tracy,38.010513,-121.31675,95207,6,charter
Alpha: Blanca Alvarado,San Jose,37.326569,-121.83506,95122,6,charter
Wiley Canyon Elementary School,Valencia,34.375954,-118.558815,91321,6,public
Sycamore Valley Academy,Visalia,36.29837,-119.420883,93277,6,charter
Cesar Chavez Elementary School,Norwalk,33.902931,-118.075325,90650,6,public
Hayward Twin Oaks Montessori,Hayward,37.662285,-122.074654,94542,6,charter
Alliance College-Ready Middle Academy No. 12,Los Angeles,33.9977,-118.27327,90011,6,charter
Discovery Charter 2,San Jose,37.236156,-121.848419,95123,6,charter
Foster Road Elementary School,Norwalk,33.909401,-118.034302,90638,6,public
Citizens of the World Charter School Mar Vista,Los Angeles,34.031956,-118.442642,90064,6,charter
Metro Charter Elementary,Los Angeles,34.077999,-118.215698,90031,6,charter
Loretta Lampton Elementary School,Norwalk,33.896416,-118.094139,90650,6,public
Empower Charter,San Diego,32.78529,-117.172508,92111,6,charter
Santa Clarita Elementary School,Santa Clarita,34.44363,-118.535149,91350,6,public
Skyblue Mesa Elementary School,Santa Clarita,34.433903,-118.482162,91351,6,public
Coolidge Elementary School,San Gabriel,34.10955,-118.112518,91775,6,public
Jefferson Middle School,San Gabriel,34.101505,-118.078979,91776,6,public
McKinley Elementary School,San Gabriel,34.082714,-118.10141,91776,6,public
John Adams Middle School,Santa Monica,34.013294,-118.469559,90405,6,public
John Muir Elementary School,Santa Monica,34.005722,-118.480583,90405,6,public
Canyon Springs Community Elementary School,Canyon Country,34.419949,-118.468628,91351,6,public
Leona H. Cox Community Elementary School,Canyon Country,34.427204,-118.461433,91351,6,public
Mitchell Community Elementary School,Canyon Country,34.428883,-118.429611,91387,6,public
Sulphur Springs Community Elementary School,Canyon Country,34.419193,-118.426491,91387,6,public
Lake Marie Elementary School,Whittier,33.94342,-118.047279,90605,6,public
John Adams Elementary School,Torrance,33.809692,-118.318115,90501,6,public
Casimir Middle School,Torrance,33.873768,-118.321579,90504,6,public
Fern Elementary School,Torrance,33.834969,-118.331261,90503,6,public
Madrona Middle School,Torrance,33.835556,-118.344254,90503,6,public
Roosevelt Elementary School,San Leandro,37.735477,-122.146751,94577,6,public
Lou Henry Hoover Elementary School,Whittier,33.984623,-118.02977,90601,6,public
Mill Elementary School,Whittier,34.014767,-118.04274,90601,6,public
Minarets Charter High,Oneals,37.124458,-119.729958,93645,6,charter
Puc Early College Academy For Leaders And Scholars (Ecals),Los Angeles,34.102261,-118.237396,90065,6,charter
Synergy Quantum Academy,Los Angeles,33.994041,-118.267967,90011,6,charter
"Cesar E. Chavez Learning Academies-Arts,Theatre, Entertainment (Artes)",Los Angeles,34.288513,-118.421013,91340,6,public
South Bay Charter,Eureka,40.73465,-124.207291,95503,6,charter
Foothill Elementary,Prather,37.036934,-119.522011,93651,6,public
Sequoia Elementary School,Sanger,36.710148,-119.672005,93727,6,public
Wildflower Open Classroom School,Chico,39.758404,-121.842476,95926,6,charter
Macarthur Elementary School,Long Beach,33.839859,-118.114052,90713,6,public
Polytechnic High School,Long Beach,33.786957,-118.184227,90813,6,public
Riley Elementary School,Long Beach,33.844208,-118.152634,90712,6,public
Robinson Academy,Long Beach,33.807388,-118.191132,90806,6,public
Washington Middle School,Long Beach,33.784878,-118.194771,90813,6,public
Wilson High School,Long Beach,33.778896,-118.141472,90804,6,public
Bay Laurel Elementary School,Calabasas,34.140572,-118.653107,91302,6,public
Janie P. Abbott Elementary School,Lynwood,33.909924,-118.186844,90262,6,public
Will Rogers Elementary School,Lynwood,33.923347,-118.182114,90262,6,public
Washington Elementary School,Lynwood,33.925549,-118.189491,90262,6,public
Oak Park Preparatory Academy,Sacramento,38.557323,-121.467178,95817,6,charter
Monte Vista Elementary School,El Monte,34.045403,-118.03508,91733,6,public
Bella Vista Elementary School,Montebello,34.035133,-118.137253,91754,6,public
Bradoaks Elementary School,Monrovia,34.146137,-117.984802,91016,6,public
Clifton Middle School,Monrovia,34.149799,-117.997574,91016,6,public
Monroe Elementary School,Monrovia,34.145351,-118.007767,91016,6,public
Maya Lin School,Alameda,37.772724,-122.271889,94501,6,public
West Whittier Elementary School,Whittier,33.986885,-118.067398,90606,6,public
Wilson Elementary School,San Leandro,37.715694,-122.165779,94577,6,public
Leona Valley Elementary School,Quartz Hill,34.61504,-118.290749,93551,6,public
Kavod Charter,San Diego,32.819771,-117.167946,92111,6,charter
La Mesa Junior High School,Santa Clarita,34.407047,-118.484123,91351,6,public
Sierra Vista Junior High School,Santa Clarita,34.419018,-118.474586,91351,6,public
Julia B. Morrison Elementary School,Norwalk,33.908749,-118.085564,90650,6,public
Barrel Springs Elementary School,Palmdale,34.543327,-118.06636,93550,6,public
Hollydale School,Paramount,33.917274,-118.173508,90280,6,public
Los Cerritos School,Paramount,33.900707,-118.174934,90723,6,public
Major Lynn Mokler School,Paramount,33.882198,-118.148613,90723,6,public
Alisal Elementary School,Pleasanton,37.671879,-121.872353,94566,6,public
Don Benito Fundamental School,Pasadena,34.170624,-118.07283,91107,6,public
Marshall Fundamental School,Pasadena,34.162758,-118.111397,91104,6,public
San Rafael Elementary School,Pasadena,34.13607,-118.173958,91105,6,public
Daniel Webster,Pasadena,34.169601,-118.106873,91104,6,public
Armstrong Elementary School,Pomona,34.021278,-117.817154,91765,6,public
Lexington Elementary School,Pomona,34.036636,-117.754547,91766,6,public
Roosevelt Elementary School,Pomona,34.064884,-117.76178,91768,6,public
Encinita Elementary School,Rosemead,34.087215,-118.069237,91770,6,public
Valley View Elementary School,Pleasanton,37.660515,-121.862221,94566,6,public
Savannah Elementary School,Rosemead,34.07645,-118.064232,91770,6,public
Alvarado Intermediate School,Rowland Heights,33.983479,-117.895462,91748,6,public
Hollingworth Elementary School,Rowland Heights,34.007721,-117.879128,91792,6,public
Hurley Elementary School,Rowland Heights,34.012897,-117.928146,91744,6,public
Rorimer Elementary School,Rowland Heights,34.005898,-117.894989,91744,6,public
Ybarra Academy For The Arts And Technology,Rowland Heights,33.990314,-117.872284,91789,6,public
Cedarcreek Elementary School,Santa Clarita,34.426105,-118.475822,91351,6,public
James Foster Elementary School,Santa Clarita,34.451252,-118.528679,91350,6,public
Rio Vista Elementary School,Santa Clarita,34.425762,-118.492729,91351,6,public
Rosedell Elementary School,Santa Clarita,34.446934,-118.506912,91350,6,public
Dolores S. Whitley Elementary,Bakersfield,35.273167,-119.034676,93313,6,public
Mission Elementary School,Soledad,36.390453,-121.365196,93960,6,public
Equitas Academy 4,Los Angeles,34.044838,-118.278442,90015,6,charter
Gabriella Charter 2,Los Angeles,34.012115,-118.269333,90011,6,charter
Maywood Center For Enriched Studies,Los Angeles,33.98732,-118.18309,90270,6,public
Unity Middle College High,Orange,33.788296,-117.873611,92868,6,charter
Taawila Elementary,Menifee,33.680092,-117.215424,92584,6,public
Fortune,Sacramento,38.502262,-121.429504,95823,6,charter
Paso Verde,Sacramento,38.655289,-121.548203,95834,6,public
Community Collaborative Virtual - Sage Oak Charter,Helendale,33.104179,-117.218849,92078,6,charter
Foothill Elementary School,Monterey,36.579128,-121.851639,93940,6,public
Scholarship Prep - Oceanside,San Diego,33.232372,-117.317001,92057,6,charter
Elite Academic Academy - Mountain Empire,Temecula,33.50021,-117.161102,92590,6,charter
Coastal Academy Charter,Oceanside,33.206524,-117.292923,92056,6,charter
La Mesa Elementary School,Monterey,36.58012,-121.877541,93940,6,public
Rio del Sol,Oxnard,34.246155,-119.179817,93036,6,public
George C. Marshall Elementary School,Monterey,36.636654,-121.806572,93955,6,public
JCS - Pine Hills,Temecula,33.481209,-117.138145,92592,6,charter
Monterey High School,Monterey,36.595215,-121.901352,93940,6,public
Forest Grove Elementary School,Pacific Grove,36.609844,-121.92836,93950,6,public
Lincoln Elementary School,Salinas,36.66568,-121.651047,93901,6,public
Mammoth High School,Mammoth Lakes,37.641262,-118.962959,93546,6,public
Mammoth Middle School,Mammoth Lakes,37.640881,-118.96096,93546,6,public
Peggy Heller Elementary School,Atwater,37.370586,-120.593697,95301,6,public
Mitchell Elementary School,Atwater,37.352486,-120.610191,95301,6,public
Everest Value,Los Angeles,34.061069,-118.295258,90005,6,charter
Fenton Stem Academy: Elementary Center For Science Technology Engineering And Mathematics,Sun Valley,34.231468,-118.366203,91352,6,charter
Fenton Academy For Social And Emotional Learning,Sun Valley,34.231468,-118.366203,91352,6,charter
Collegiate Charter High School Of Los Angeles,Los Angeles,34.039577,-118.181381,90063,6,charter
Ednovate - East College Prep ,Los Angeles,34.053719,-118.255005,90071,6,charter
Anahuacalmecac International University Preparatory Of North America,Los Angeles,34.085087,-118.181541,90032,6,charter
"Science, Technology, Engineering, Arts, And Math Academy At La Presa",La Mesa,32.711674,-117.005157,91977,6,public
Frank Zeek Elementary School,Ukiah,39.161823,-123.215607,95482,6,public
Valley View Charter Prep,Tracy,37.984226,-121.337608,95207,6,charter
Voices College-Bound Language Academy At Morgan Hill,San Jose,37.132523,-121.626961,95037,6,charter
KIPP Prize Preparatory Academy,San Jose,37.337944,-121.840172,95122,6,charter
Redding Stem Academy,Redding,40.629448,-122.39827,96003,6,charter
Argonaut High School,Jackson,38.355549,-120.794357,95642,6,public
PUC Triumph Charter Academy and PUC Triumph Charte,Burbank,34.314739,-118.459557,91342,6,charter
PUC CALS Middle School and Early College High,Burbank,34.137234,-118.18737,90041,6,charter
John E. Steinbeck Elementary School,Salinas,36.709084,-121.616501,93906,6,public
Empower Generations,Lancaster,34.669914,-118.1306,93535,6,charter
Chualar Elementary School,Chualar,36.57235,-121.51635,93925,6,public
Sierra Vista K-8,Vacaville,38.33812,-121.956223,95687,6,public
Redding School Of The Arts,Redding,40.595734,-122.322006,96003,6,charter
Dolores Huerta International Academy,Fontana,34.091564,-117.417595,92335,6,public
Natomas Pacific Pathways Prep Elementary,Sacramento,38.651878,-121.525085,95834,6,charter
Citrus Springs Charter,Santa Ana,33.764866,-117.850876,92705,6,charter
The City,Los Angeles,34.022003,-118.37114,90016,6,charter
Connecting Waters Charter - East Bay,Union City,37.603622,-122.025307,94587,6,charter
Exeter High,Exeter,36.298023,-119.135063,93221,6,public
Thomas Olaeta Elementary School,Atwater,37.354782,-120.597748,95301,6,public
Dos Palos High School,Dos Palos,36.98579,-120.624435,93620,6,public
Bidwell Junior High School,Chico,39.758549,-121.838203,95926,6,public
Charleston Elementary School,Los Banos,36.983559,-120.827599,93635,6,public
Volta Elementary School,Los Banos,37.099224,-120.931648,93635,6,public
Luther Burbank Elementary School,Merced,37.315907,-120.46299,95340,6,public
Donn B. Chenoweth Elementary School,Merced,37.321091,-120.449287,95340,6,public
Malcolm X Elementary School,Berkeley,37.852535,-122.273567,94703,6,public
Allan Peterson Elementary School,Merced,37.327991,-120.461296,95340,6,public
Chico Junior High School,Chico,39.734573,-121.840157,95926,6,public
Mcswain Elementary School,Merced,37.301361,-120.568542,95341,6,public
Sybil N. Crookham Elementary School,Winton,37.389809,-120.616348,95388,6,public
Winton Middle School,Winton,37.379181,-120.621605,95388,6,public
Miller Creek Middle School,San Rafael,38.029865,-122.548805,94903,6,public
Lagunitas Elementary School,San Geronimo,38.016396,-122.671906,94963,6,public
Novato High School,Novato,38.089531,-122.573502,94947,6,public
Olive Elementary School,Novato,38.109734,-122.557564,94945,6,public
Sinaloa Middle School,Novato,38.104652,-122.599548,94947,6,public
Little Chico Creek Elementary School,Chico,39.734108,-121.798538,95928,6,public
Glenwood Elementary School,San Rafael,37.985737,-122.476852,94901,6,public
Terra Linda High School,San Rafael,38.000546,-122.55407,94903,6,public
John Muir Elementary School,Berkeley,37.857418,-122.244705,94705,6,public
Woodland Elementary School,Mariposa,37.450565,-119.848366,95338,6,public
American Canyon Middle School,Napa,38.170025,-122.267677,94503,6,public
Bel Aire Park Elementary School,Napa,38.326958,-122.306854,94558,6,public
Johnstonville Elementary School,Susanville,40.384285,-120.588753,96130,6,public
Aspire Titan Academy,Huntington Park,33.978062,-118.234299,90255,6,charter
Equitas Academy Charter #2,Los Angeles,34.058064,-118.28495,90005,6,charter
Community Montessori Charter,Escondido,33.129498,-117.112206,92026,6,charter
El Capitan High,Atwater,37.365349,-120.470871,95340,6,public
Environmental Charter Middle - Inglewood,Inglewood,33.930637,-118.335365,90303,6,charter
Dairyland Elementary School,Chowchilla,37.01844,-120.310867,93610,6,public
Desert Trails Preparatory Academy,San Bernardino,34.511284,-117.41703,92301,6,charter
Altamont Elementary School,Mountain House,37.782639,-121.55043,95391,6,public
Latimer Elementary School,San Jose,37.292568,-121.978233,95130,6,public
Alliance Marine-Innovation and Technology 6-12 Complex ,Los Angeles,34.050812,-118.259285,90017,6,charter
Patricia Kay Beaver Elementary,Ceres,37.567764,-120.957832,95307,6,public
Fort Bragg High School,Fort Bragg,39.437389,-123.787155,95437,6,public
Ramona Community Montessori,Ramona,33.026249,-116.877533,92065,6,public
Barstow Stem Academy,Barstow,34.892853,-117.024368,92311,6,public
Gus Franklin,Adelanto,34.541836,-117.376244,92394,6,public
Dr. Douglas K. Fletcher Elementary,Bakersfield,35.391739,-118.894775,93306,6,public
East Bay Innovation Academy,Oakland,37.746052,-122.141121,94605,6,charter
Mendocino K-8,Mendocino,39.312325,-123.785133,95460,6,public
Marion Mix Elementary,Elk Grove,38.427547,-121.448608,95758,6,public
Nextgeneration Steam Academy,Tracy,37.767311,-121.429077,95330,6,charter
Sylvia Mendez Elementary,Berkeley,37.857838,-122.262329,94705,6,public
Aspire Richmond Technology Academy,Richmond,37.977493,-122.326576,94806,6,charter
Burbank Unified Independent Learning Academy (Buila),Burbank,34.177715,-118.351097,91505,6,public
Browns Valley Elementary School,Napa,38.304501,-122.340004,94558,6,public
Donaldson Way Elementary School,Napa,38.172215,-122.265038,94503,6,public
Parkview Elementary School,Chico,39.741856,-121.813438,95928,6,public
Napa High School,Napa,38.310665,-122.297554,94558,6,public
Saint Helena Elementary School,St. Helena,38.503593,-122.471313,94574,6,public
Shasta Elementary School,Chico,39.779987,-121.883919,95973,6,public
Cottage Hill Elementary School,Grass Valley,39.050961,-121.068268,95949,6,public
Williams Ranch Elementary School,Penn Valley,39.25563,-121.198997,95946,6,public
Union Hill Elementary School,Grass Valley,39.205017,-121.037781,95945,6,charter
Emma Wilson Elementary School,Chico,39.734001,-121.870445,95926,6,public
Durham High School,Durham,39.646515,-121.803421,95938,6,public
Durham Intermediate School,Durham,39.646622,-121.80323,95938,6,public
Walker Junior High School,Anaheim,33.842945,-118.03624,90623,6,public
Arovista Elementary School,Brea,33.912846,-117.910324,92821,6,public
Marian Bergeson Elementary School,San Juan Capistrano,33.552544,-117.688766,92677,6,public
Marco Forster Middle School,San Juan Capistrano,33.487743,-117.679436,92675,6,public
Carl Hankey Elementary School,San Juan Capistrano,33.569614,-117.654854,92692,6,public
Hidden Hills Elementary School,San Juan Capistrano,33.527451,-117.690628,92677,6,public
Wood Canyon Elementary School,San Juan Capistrano,33.55431,-117.72084,92656,6,public
Danbrook Elementary School,Buena Park,33.828461,-118.008133,92804,6,public
Steve Luther Elementary School,Cypress,33.846832,-118.051315,90623,6,public
Buena Park High School,Fullerton,33.862724,-117.97908,90621,6,public
Manzanita Elementary School,Gridley,39.334812,-121.657944,95948,6,public
Fern Drive Elementary School,Fullerton,33.878574,-117.951675,92833,6,public
Golden Hill Elementary School,Fullerton,33.878387,-117.938606,92832,6,public
Paradise Senior High School,Paradise,39.762096,-121.613739,95969,6,public
Imperial Elementary School,Orange,33.845116,-117.788345,92807,6,public
Palmyra Elementary School,Orange,33.784431,-117.839424,92866,6,public
Yorba Middle School,Orange,33.80394,-117.843597,92867,6,public
Glenview Elementary School,Placentia,33.868698,-117.812462,92807,6,public
Kraemer Middle School,Placentia,33.876514,-117.866562,92870,6,public
Ruby Drive Elementary School,Placentia,33.879578,-117.874252,92870,6,public
Topaz Elementary School,Placentia,33.885742,-117.870232,92831,6,public
John O. Tynes Elementary School,Placentia,33.872852,-117.85614,92870,6,public
Van Buren Elementary School,Placentia,33.884697,-117.831879,92870,6,public
Del Cerro Elementary School,Mission Viejo,33.607323,-117.680519,92691,6,public
Lomarena Elementary School,Mission Viejo,33.595661,-117.691826,92653,6,public
Serrano Intermediate School,Mission Viejo,33.635902,-117.701263,92630,6,public
Saddleback High School,Santa Ana,33.709072,-117.876472,92707,6,public
Holder Elementary School,Anaheim,33.823551,-118.018539,90620,6,public
Twila Reid Elementary School,Anaheim,33.821587,-118.001068,92804,6,public
Barbara Benson Elementary School,Tustin,33.750645,-117.80529,92780,6,public
Benjamin F. Beswick Elementary School,Tustin,33.73127,-117.819717,92780,6,public
Columbus Tustin Middle School,Tustin,33.750778,-117.819695,92780,6,public
Tustin High School,Tustin,33.736362,-117.81855,92780,6,public
Anderson Elementary School,Westminster,33.760876,-117.97393,92844,6,public
Johnson Middle School,Westminster,33.763813,-118.017876,92683,6,public
Meairs Elementary School,Westminster,33.76757,-117.982292,92844,6,public
Willmore Elementary School,Westminster,33.753281,-118.004036,92683,6,public
Antelope Crossing Middle School,Roseville,38.718468,-121.340942,95843,6,public
Hermosa Drive Elementary School,Fullerton,33.909664,-117.925491,92835,6,public
Raymond Elementary School,Fullerton,33.8755,-117.907776,92831,6,public
Rolling Hills Elementary School,Fullerton,33.902187,-117.901031,92835,6,public
Brookhurst Elementary School,Garden Grove,33.784683,-117.961624,92841,6,public
Clinton-Mendenhall Elementary School,Garden Grove,33.761345,-117.910988,92843,6,public
Genevieve M. Crosby Elementary School,Garden Grove,33.785976,-117.924126,92840,6,public
Gilbert Elementary School,Garden Grove,33.796104,-117.966774,92841,6,public
Ernest O. Lawrence Elementary School,Garden Grove,33.779804,-117.986748,92841,6,public
Rosita Elementary School,Garden Grove,33.751472,-117.932068,92703,6,public
Agnes Ware Stanley Elementary School,Garden Grove,33.786102,-117.937141,92840,6,public
Izaak Walton Intermediate School,Garden Grove,33.785484,-117.921448,92840,6,public
Louis G. Zeyen Elementary School,Garden Grove,33.787338,-117.97686,92841,6,public
Joseph R. Perry Elementary School,Huntington Beach,33.683861,-117.983109,92646,6,public
Greentree Elementary School,Irvine,33.69841,-117.789009,92604,6,public
University Park Elementary School,Irvine,33.662319,-117.819969,92612,6,public
Las Positas Elementary School,La Habra,33.914612,-117.955505,90631,6,public
Jonas E. Salk Elementary School,Anaheim,33.812523,-117.967972,92804,6,public
Albert Schweitzer Elementary School,Anaheim,33.829082,-117.986244,92804,6,public
Esther L. Walter Elementary School,Anaheim,33.806149,-117.973434,92804,6,public
Costa Mesa High School,Costa Mesa,33.670422,-117.905128,92626,6,public
Victoria Elementary School,Costa Mesa,33.651993,-117.940895,92627,6,public
College View Elementary School,Huntington Beach,33.726669,-118.01358,92647,6,public
Lake View Elementary School,Huntington Beach,33.709332,-117.982536,92647,6,public
Marine View Middle School,Huntington Beach,33.710175,-118.030205,92649,6,public
Handy Elementary School,Orange,33.802052,-117.827934,92867,6,public
Antelope Meadows Elementary School,Roseville,38.722118,-121.35939,95843,6,public
Newcastle Elementary School,Newcastle,38.872055,-121.136124,95658,6,public
Weimar Hills,Meadow Vista,39.04538,-120.978516,95736,6,public
Vencil Brown Elementary School,Roseville,38.780525,-121.296265,95678,6,public
Ferris Spanger Elementary School,Roseville,38.75996,-121.281593,95678,6,public
Roseville High School,Roseville,38.758041,-121.275749,95678,6,public
Antioch Charter Academy,Antioch,37.988796,-121.827057,94509,6,charter
North Tahoe High School,Truckee,39.19471,-120.120407,96145,6,public
North Tahoe School,Truckee,39.19471,-120.120407,96145,6,public
Tahoe Lake Elementary School,Truckee,39.129593,-120.165398,96145,6,public
Creekside Oaks Elementary School,Lincoln,38.887421,-121.315964,95648,6,public
Glen Edwards Middle School,Lincoln,38.887943,-121.301102,95648,6,public
Chester Elementary School,Quincy,40.305439,-121.230392,96020,6,public
Arizona Middle School,Corona,33.891697,-117.464951,92503,6,public
John Adams Elementary School,Norco,33.858917,-117.604652,92882,6,public
Brentwood Elementary School,Brentwood,37.928104,-121.707298,94513,6,public
Cesar Chavez Academy,Norco,33.871796,-117.610596,92882,6,public
Corona High School,Norco,33.872589,-117.585449,92882,6,public
Corona Fundamental Intermediate School,Norco,33.868553,-117.568298,92882,6,public
William B. Bristow Middle School,Brentwood,37.937309,-121.715172,94513,6,public
Foothill Elementary School,Norco,33.851212,-117.580902,92882,6,public
Highland Elementary School,Norco,33.940109,-117.565361,92860,6,public
William Mckinley Elementary School,Norco,33.903206,-117.530762,92879,6,public
Norco Elementary School,Norco,33.906845,-117.548622,92860,6,public
Norco High School,Norco,33.911732,-117.546577,92860,6,public
Norco Intermediate School,Norco,33.922482,-117.543213,92860,6,public
Prado View Elementary School,Norco,33.872929,-117.624779,92882,6,public
Riverview Elementary School,Norco,33.949139,-117.533485,92860,6,public
George Washington Elementary School,Norco,33.904354,-117.574753,92860,6,public
Abraham Lincoln Elementary School,La Quinta,33.734577,-116.372635,92260,6,public
Palm Desert Charter Middle School,La Quinta,33.734169,-116.370514,92260,6,charter
La Quinta High School,La Quinta,33.714558,-116.281998,92253,6,public
Harry S. Truman Elementary School,La Quinta,33.68631,-116.287674,92253,6,public
Bautista Creek Elementary School,Hemet,33.754288,-116.915359,92544,6,public
Cottonwood Elementary School,Hemet,33.480762,-116.910034,92536,6,public
Hemet High School,Hemet,33.728588,-116.933632,92544,6,public
Discovery Bay Elementary School,Byron,37.901127,-121.599113,94505,6,public
Camino Real Elementary School,Jurupa Valley,34.004128,-117.446762,92509,6,public
Temescal Canyon High School,Lake Elsinore,33.703709,-117.347603,92532,6,public
Callie Kirkpatrick Elementary School,Menifee,33.68227,-117.155205,92584,6,public
Menifee Valley Middle School,Menifee,33.654968,-117.202202,92584,6,public
John Swett High School,Rodeo,38.052868,-122.221733,94525,6,public
Hidden Springs Elementary School,Moreno Valley,33.977844,-117.267876,92557,6,public
Avaxat Elementary School,Murrieta,33.585117,-117.189346,92562,6,public
E. Hale Curran Elementary School,Murrieta,33.579662,-117.214958,92562,6,public
Thompson Middle School,Murrieta,33.561924,-117.23362,92562,6,public
Cathedral City High School,Palm Springs,33.802826,-116.452583,92234,6,public
Palm Springs High School,Palm Springs,33.818077,-116.52121,92262,6,public
Rancho Mirage Elementary School,Palm Springs,33.740681,-116.421455,92270,6,public
Sunny Sands Elementary School,Palm Springs,33.824196,-116.453644,92234,6,public
Vieja Valley Elementary School,Santa Barbara,34.436081,-119.769791,93110,6,public
Buena Vista Elementary School,Lompoc,34.709412,-120.464653,93436,6,public
Cabrillo High School,Lompoc,34.711868,-120.473518,93436,6,public
Miguelito Elementary School,Lompoc,34.633698,-120.476532,93436,6,public
Vandenberg Middle School,Lompoc,34.748379,-120.510101,93437,6,public
Orcutt Junior High School,Orcutt,34.861725,-120.44265,93455,6,public
Patterson Road Elementary School,Orcutt,34.867901,-120.431175,93455,6,public
Pine Grove Elementary School,Orcutt,34.856323,-120.41922,93455,6,public
Alice Shaw Elementary School,Orcutt,34.861725,-120.44265,93455,6,public
Adams Elementary School,Santa Barbara,34.432678,-119.734482,93105,6,public
Peabody Charter School,Santa Barbara,34.441452,-119.728127,93105,6,charter
Goleta Valley Junior High School,Santa Barbara,34.450115,-119.835075,93117,6,public
Santa Barbara Senior High School,Santa Barbara,34.429466,-119.697548,93103,6,public
Pleasant Hill Elementary School,Concord,37.933277,-122.083244,94523,6,public
Ontiveros (Juan Pacifico) Elementary School,Santa Maria,34.976791,-120.44706,93458,6,public
Aromas,San Juan Bautista,36.890667,-121.644264,95004,6,public
Sunnyslope Elementary School,Hollister,36.840492,-121.383842,95023,6,public
San Benito High School,Hollister,36.841911,-121.404907,95023,6,public
Alta Loma Elementary School,Alta Loma,34.125832,-117.597412,91701,6,public
Sequoia Middle School,Concord,37.944641,-122.066345,94523,6,public
Silverwood Elementary School,Concord,37.963291,-121.972061,94521,6,public
Big Bear High School,Big Bear Lake,34.255978,-116.825661,92314,6,public
Bear Gulch Elementary School,Rancho Cucamonga,34.102089,-117.608162,91730,6,public
Cucamonga Middle School,Rancho Cucamonga,34.116241,-117.601219,91730,6,public
Valle Vista Elementary School,Rancho Cucamonga,34.114216,-117.619072,91730,6,public
Concord High School,Concord,37.978394,-121.987587,94521,6,public
Main Avenue Elementary School,Sacramento,38.654091,-121.432266,95838,6,public
Leonardo Da Vinci School,Sacramento,38.531128,-121.489265,95822,6,public
Golden Empire Elementary School,Sacramento,38.541378,-121.366516,95826,6,public
John F. Kennedy High School,Sacramento,38.503777,-121.533432,95831,6,public
Father Keith B. Kenny,Sacramento,38.542488,-121.464233,95817,6,public
William Land Elementary School,Sacramento,38.566803,-121.496986,95818,6,public
David Lubin Elementary School,Sacramento,38.568863,-121.460182,95816,6,public
Sequoia Elementary School,Sacramento,38.553055,-121.363037,95826,6,public
Sutterville Elementary School,Sacramento,38.529053,-121.500816,95822,6,public
Earl Warren Elementary School,Sacramento,38.526081,-121.417267,95820,6,public
Winston Churchill Middle School,Carmichael,38.628052,-121.350357,95608,6,public
James R. Cowan Fundamental Elementary School,Carmichael,38.626488,-121.372543,95821,6,public
Highlands Elementary School,Concord,37.942108,-121.957001,94521,6,public
Mariemont Elementary School,Carmichael,38.591431,-121.368126,95864,6,public
Mira Loma High School,Carmichael,38.633018,-121.370735,95821,6,public
Louis Pasteur Fundamental Middle School,Carmichael,38.695705,-121.222023,95662,6,public
Twin Lakes Elementary School,Carmichael,38.666451,-121.203339,95662,6,public
Carpinteria Senior High School,Carpinteria,34.411518,-119.517296,93013,6,public
Carpinteria Middle School,Carpinteria,34.395283,-119.516106,93013,6,public
Ellwood Elementary School,Goleta,34.430412,-119.896797,93117,6,public
Hollister Elementary School,Goleta,34.432709,-119.794853,93111,6,public
La Patera Elementary School,Goleta,34.447781,-119.847115,93117,6,public
Hope Elementary School,Santa Barbara,34.446629,-119.754295,93110,6,public
Monte Vista Elementary School,Santa Barbara,34.449974,-119.744987,93110,6,public
Ontario High School,Ontario,34.040417,-117.666679,91762,6,public
Woodcrest Junior High School,Chino,34.024357,-117.640823,91761,6,public
Valley View Middle School,Concord,37.965359,-122.067497,94523,6,public
Gerald A. Smith Elementary School,Colton,34.080372,-117.399605,92316,6,public
Rancho Cucamonga Middle School,Rancho Cucamonga,34.094505,-117.587189,91730,6,public
West Heritage Elementary School,Etiwanda,34.112625,-117.505737,92336,6,public
Canyon Crest Elementary School,Fontana,34.038242,-117.486839,92337,6,public
Fontana High School,Fontana,34.082249,-117.453064,92335,6,public
Fontana A. B. Miller High School,Fontana,34.129951,-117.448647,92336,6,public
Oak Park Elementary School,Fontana,34.035793,-117.495499,92337,6,public
Redwood Elementary School,Fontana,34.098179,-117.484863,92335,6,public
Shadow Hills Elementary School,Fontana,34.044483,-117.493378,92337,6,public
Mesquite Trails Elementary School,Hesperia,34.398293,-117.360542,92344,6,public
Sultana High School,Hesperia,34.410461,-117.286873,92345,6,public
Morongo Valley Elementary School,Twentynine Palms,34.053284,-116.584534,92256,6,public
Grace Yokley Middle School,Ontario,34.02142,-117.583267,91761,6,public
Howard Elementary School,Ontario,34.052582,-117.70372,91763,6,public
Mission Elementary School,Ontario,34.05146,-117.683357,91762,6,public
Monte Vista Elementary School,Ontario,34.070786,-117.697655,91763,6,public
Moreno Elementary School,Ontario,34.0881,-117.701302,91763,6,public
Ramona Elementary School,Ontario,34.051422,-117.713509,91763,6,public
Sultana Elementary School,Ontario,34.040462,-117.644714,91761,6,public
